Gene ID,Gene class (BV-BRC),Gene subsystem (BV-BRC),Gene annotation (BV-BRC),logFC,logCPM,PValue,FDR,Bt_1_mono_rep1,Bt_1_mono_rep2,Bt_1_mono_rep3,Bt_1_mono_rep4,Bt_1_mono_rep5,Bil_Bt_rep1,Bil_Bt_rep2,Bil_Bt_rep3,Bil_Bt_rep4,Bil_Bt_rep5,Bil_Bt_rep6
QI0072_3480,#N/A,#N/A,L-asparaginase (EC 3.5.1.1),-2.821255369,8.511158536,6.27E-50,2.06E-48,23872.715,11433.558,19836.347,18096.858,19591.223,1079.258,1542.82,1455.936,1489.082,1391.925,1237.152
QI0072_3481,#N/A,#N/A,hypothetical protein,-3.766805298,8.262467648,3.05E-94,3.40E-92,19281.678,10578.325,19152.937,17206.477,18124.179,540.095,633.843,734.341,708.851,667.624,557.007
QI0072_3483,"Cofactors, Vitamins, Prosthetic Groups",Cob(I)alamin adenosyltransferase,ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17),-2.107172293,7.092573442,4.05E-25,5.08E-24,9545.922,4331.176,5818.744,4958.043,6754.327,857.25,1092.087,811.794,678.117,722.379,557.007
QI0072_3485,#N/A,#N/A,putative TonB-dependent receptor,-1.608382712,9.016711362,7.02E-35,1.36E-33,14936.973,19073.575,25867.821,23510.422,28511.917,3990.548,4445.35,4032.501,3758.396,3489.899,3162.145
QI0072_3486,#N/A,#N/A,Two-component transcriptional response regulator LuxR family,-2.260847927,0.090997846,1.14E-09,4.92E-09,32.769,31.137,53.44,41.317,59.213,0,7.512,7.843,7.931,1.921,2.886
QI0072_3488,#N/A,#N/A,hypothetical protein,-1.696058551,-0.163967025,1.88E-05,4.92E-05,44.069,14.531,36.997,20.659,51.045,10.261,6.573,4.902,1.983,5.764,1.924
QI0072_349,#N/A,#N/A,hypothetical protein,2.298433756,6.452410695,1.90E-05,4.97E-05,1200.02,441.11,694.714,589.801,841.228,5264.762,4189.935,1039.254,610.702,899.132,710.93
QI0072_3496,#N/A,#N/A,bacteriophage lysis protein putative,-1.230760687,0.38184212,0.000859843,0.001753348,25.989,39.44,46.246,38.218,86.777,18.656,7.512,10.785,8.923,2.882,11.544
QI0072_3497,#N/A,#N/A,Protein serine/threonine phosphatase PrpC regulation of stationary phase,-1.215566177,1.185296331,0.000101537,0.000238544,96.047,51.895,80.159,70.239,128.634,20.522,11.268,30.393,15.862,26.897,7.696
QI0072_3498,#N/A,#N/A,Serine/threonine protein kinase PrkC regulator of stationary phase short form,-2.759542097,1.870236885,1.18E-11,6.16E-11,242.942,105.866,146.959,158.038,220.516,27.051,6.573,18.628,11.897,15.37,1.924
QI0072_35,#N/A,#N/A,FIG00404129: hypothetical protein,1.053549892,3.448598344,0.000221987,0.000497869,62.148,148.42,236.367,185.927,349.151,158.577,229.122,212.753,243.884,216.137,151.036
QI0072_3502,#N/A,#N/A,RNA polymerase ECF-type sigma factor,-2.273501791,2.524803422,3.86E-18,3.29E-17,127.686,249.097,356.606,251.001,356.297,32.648,37.561,30.393,16.854,33.621,22.126
QI0072_3503,#N/A,#N/A,3-demethylubiquinone-9 3-methyltransferase,-1.919071666,1.578324576,4.70E-10,2.08E-09,67.798,108.98,147.986,102.26,230.725,14.925,30.988,25.491,16.854,15.37,4.81
QI0072_3504,#N/A,#N/A,conserved hypothetical protein putative transport protein,-1.622980868,4.192061681,3.11E-14,2.06E-13,471.194,519.99,1022.545,754.036,1300.637,188.427,208.464,106.867,101.123,108.549,97.164
QI0072_3508,#N/A,#N/A,Transcriptional regulator Xre family,1.221950085,6.862725385,1.99E-27,2.84E-26,1779.691,1391.83,1929.99,1766.303,2348.088,2498.057,2679.981,2364.792,2067.068,2146.004,1726.818
QI0072_3510,Amino Acids and Derivatives,Peptidase clustering with DAP,SSU ribosomal protein S15p (S13e),1.421777614,8.752813081,2.07E-08,7.78E-08,8204.657,4269.94,4943.158,5291.678,7845.677,15945.401,11868.351,7375.76,6112.971,6479.319,5274.731
QI0072_3515,Nucleosides and Nucleotides,De Novo Pyrimidine Synthesis,Uracil phosphoribosyltransferase (EC 2.4.2.9),2.066480372,7.566221903,6.93E-53,2.57E-51,2039.582,1176.984,1943.349,1887.155,2499.183,3799.322,6063.292,4598.208,3576.97,3878.946,3185.234
QI0072_3516,#N/A,#N/A,Transcriptional regulator AraC family,1.224590404,4.855222881,2.80E-15,1.97E-14,385.317,305.144,476.845,436.928,747.305,529.834,585.013,696.104,505.614,512.966,493.514
QI0072_3525,#N/A,#N/A,Inositol-1-monophosphatase (EC 3.1.3.25),1.154211257,6.415683399,1.12E-21,1.18E-20,1340.135,1068.004,1493.224,1229.182,1901.951,1963.558,2056.467,1682.415,1424.641,1495.671,1200.595
QI0072_3526,#N/A,#N/A,hypothetical protein,2.016784599,4.358388967,9.63E-36,1.89E-34,225.992,145.307,226.09,192.124,269.52,442.15,670.465,470.605,345.007,407.299,368.452
QI0072_3527,Nucleosides and Nucleotides,Nucleoside uptake and degradation cluster,Ribokinase (EC 2.7.1.15),-2.77799534,5.929774925,6.49E-49,2.02E-47,1652.005,2449.455,3850.73,3503.684,4338.859,207.083,302.366,286.285,222.074,209.413,194.327
QI0072_3528,Nucleosides and Nucleotides,Nucleoside uptake and degradation cluster,Ribokinase (EC 2.7.1.15),-3.084695814,5.436211232,1.78E-27,2.55E-26,844.082,1674.14,2878.541,2903.554,3350.62,89.549,167.147,150.986,137.805,138.328,140.454
QI0072_3529,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Outer membrane TonB-dependent transporter utilization system for glycans and polysaccharides (PUL) SusC family,-3.730905265,6.553039445,1.86E-34,3.54E-33,1457.651,3759.291,7078.684,6395.876,8110.093,185.629,248.842,204.909,212.16,206.531,156.809
QI0072_3530,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Cell surface glycan-binding lipoprotein utilization system for glycans and polysaccharides (PUL) SusD family,-4.279963708,6.189007351,4.04E-29,6.17E-28,789.844,3397.062,5660.481,5297.876,5977.416,125.929,162.452,87.258,109.054,101.825,82.733
QI0072_3531,#N/A,#N/A,hypothetical protein,-4.254836698,5.972623785,7.93E-37,1.62E-35,994.367,2878.11,4667.738,4624.408,4867.689,87.684,114.561,75.493,97.157,95.1,100.05
QI0072_3532,Nucleosides and Nucleotides,Nucleoside uptake and degradation cluster,Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1),-4.214205448,5.161854127,1.80E-29,2.81E-28,472.324,1805.954,2661.7,2482.12,2754.41,55.036,79.817,53.924,39.656,42.267,65.417
QI0072_3533,#N/A,#N/A,Sugar:proton symporter,-4.309552563,5.234359969,5.56E-58,2.37E-56,859.901,1905.593,2605.178,2263.14,3127.041,57.834,50.707,69.61,53.536,56.676,43.291
QI0072_3534,#N/A,#N/A,putative secreted protein,-4.019141844,10.13141745,2.46E-149,1.34E-146,42017.651,59373.339,67453.034,56977.215,88929.248,2414.104,2325.029,1965.758,1824.176,1956.764,1626.768
QI0072_3535,Metabolite damage and its repair or mitigation,Metabolite repair,Alkyl hydroperoxide reductase protein F,-6.707553017,11.62167977,4.06E-129,9.95E-127,132577.354,175906.167,198139.433,170251.981,260058.941,1234.103,667.648,656.887,924.976,1038.42,920.649
QI0072_3536,Metabolite damage and its repair or mitigation,Metabolite repair,Alkyl hydroperoxide reductase protein C (EC 1.11.1.15),-6.682235092,12.48589024,2.23E-75,1.44E-73,575294.349,234627.702,272806.805,239433.213,328223.943,2285.377,1273.319,1315.734,1594.171,1955.803,1682.565
QI0072_3537,#N/A,#N/A,sodium/iodide co-transporter,-3.900842662,0.800303736,2.13E-23,2.56E-22,77.967,58.123,106.879,109.49,63.296,4.664,1.878,1.961,2.974,3.842,1.924
QI0072_3538,#N/A,#N/A,Dihydrodipicolinate synthase family,-3.451034777,0.24236048,3.90E-05,9.75E-05,0,35.289,87.353,73.338,79.631,4.664,0.939,3.922,1.983,0,2.886
QI0072_3540,#N/A,#N/A,MutT/Nudix family protein,1.469213889,6.185510144,7.65E-33,1.40E-31,975.158,737.95,1093.455,946.16,1339.431,1387.084,1750.345,1582.411,1425.633,1380.398,1226.57
QI0072_3544,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Outer membrane TonB-dependent transporter utilization system for glycans and polysaccharides (PUL) SusC family,-4.309460443,7.938913232,1.62E-77,1.12E-75,10080.394,11004.904,15619.761,14198.597,19329.871,292.901,335.232,261.774,377.723,485.108,372.3
QI0072_3545,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Cell surface glycan-binding lipoprotein utilization system for glycans and polysaccharides (PUL) SusD family,-4.788553301,7.146290949,2.01E-42,5.15E-41,4359.395,6798.276,9751.689,8698.267,11782.298,84.885,99.537,118.632,197.289,229.586,150.074
QI0072_3546,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Outer membrane TonB-dependent transporter utilization system for glycans and polysaccharides (PUL) SusC family,-4.860459424,7.638713904,1.87E-84,1.50E-82,6041.909,10822.232,13419.491,11652.435,15779.153,167.905,195.317,176.477,256.773,239.192,176.049
QI0072_3547,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Cell surface glycan-binding lipoprotein utilization system for glycans and polysaccharides (PUL) SusD family,-4.880911795,6.753279245,4.21E-52,1.54E-50,2158.228,6173.457,7563.751,6714.017,8675.676,103.542,94.842,90.199,132.848,126.801,96.202
QI0072_3548,#N/A,#N/A,hypothetical protein,-5.047583859,6.237123372,2.11E-44,5.82E-43,1552.568,4015.653,5344.982,4742.162,6512.372,63.431,64.793,35.295,72.372,78.77,82.733
QI0072_3549,#N/A,#N/A,hypothetical protein,-4.983772806,6.529055316,9.15E-60,4.19E-58,2392.13,4635.282,6235.983,5814.339,8097.842,126.862,103.293,42.158,84.269,97.982,70.227
QI0072_3550,#N/A,#N/A,"Keratan-sulfate endo-1,C4-beta-galactosidase (EC 3.2.1.103)",-5.042564843,6.192693905,2.34E-63,1.11E-61,1606.806,3975.175,5073.673,4463.272,6335.755,89.549,91.086,45.1,56.51,75.888,46.177
QI0072_3551,#N/A,#N/A,Chitinase (EC 3.2.1.14),-4.911089628,4.446362579,7.05E-47,2.10E-45,514.133,1130.278,1465.477,1407.878,1768.213,43.842,22.537,14.706,17.845,16.33,14.43
QI0072_3552,#N/A,#N/A,Two-component system sensor histidine kinase/response regulator hybrid,1.989575247,6.882339544,1.16E-22,1.33E-21,1698.333,682.941,1197.251,986.444,1637.536,3497.093,3411.482,2502.052,2082.931,2220.932,1814.361
QI0072_3562,Energy and Precursor Metabolites Generation,2-ketoacid oxidoreductases disambiguation,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase gamma subunit (EC 1.2.7.-) / 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase alpha subunit (EC 1.2.7.-),-1.629641758,10.80074014,3.54E-25,4.48E-24,79055.557,53410.577,83813.755,73268.52,98542.117,9382.172,13814.952,16149.611,13666.446,13384.189,10950.623
QI0072_3563,Energy and Precursor Metabolites Generation,2-ketoacid oxidoreductases disambiguation,2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase beta subunit (EC 1.2.7.-),-1.991350957,9.645584719,7.62E-28,1.11E-26,41340.803,26002.627,38862.879,34184.676,43733.654,3717.235,4304.496,5941.394,5564.727,4995.176,4071.25
QI0072_3571,#N/A,#N/A,Thiol:disulfide interchange protein tlpA,1.518296637,6.798191295,2.54E-38,5.64E-37,1471.211,1027.526,1600.103,1412.009,2133.698,2330.152,3157.945,2355.969,1911.419,2205.562,1706.616
QI0072_3576,#N/A,#N/A,Two-component system sensor histidine kinase,1.937851729,8.39328082,1.45E-63,7.03E-62,3479.154,2291.694,4004.883,3471.663,5146.397,6578.154,9506.701,8195.398,6667.163,7125.81,5502.729
QI0072_3590,#N/A,#N/A,Tyrosine-protein kinase (EC 2.7.10.2),-2.064248183,1.153829337,5.18E-10,2.29E-09,88.137,91.336,99.685,83.667,103.112,13.992,6.573,5.883,20.819,12.488,9.62
QI0072_3592,#N/A,#N/A,Glycosyl transferase MMP0356,-3.772159545,-0.630772771,5.24E-12,2.80E-11,36.159,22.834,14.388,27.889,30.627,1.866,1.878,0,1.983,0,0
QI0072_3593,#N/A,#N/A,putative glucose transferase,-2.800102441,0.025869,1.20E-10,5.62E-10,41.809,15.569,53.44,48.548,61.254,2.798,0,1.961,4.957,3.842,4.81
QI0072_3594,#N/A,#N/A,Glycosyl transferase group 1,-2.432893729,0.520226331,1.63E-07,5.48E-07,83.617,45.668,50.356,67.14,53.087,16.791,5.634,6.863,1.983,0.961,3.848
QI0072_3599,#N/A,#N/A,Putative glycosyltransferase,-1.576194098,-0.264436929,0.00033265,0.000726753,7.91,40.478,25.692,32.021,38.795,4.664,6.573,4.902,3.966,4.803,5.772
QI0072_3619,#N/A,#N/A,hypothetical protein,-1.870656076,3.053121289,2.66E-13,1.61E-12,519.783,308.258,311.388,284.055,344.046,38.245,74.183,60.787,45.604,51.873,44.253
QI0072_3621,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Outer membrane TonB-dependent transporter utilization system for glycans and polysaccharides (PUL) SusC family,-1.15658612,2.131104081,1.06E-06,3.25E-06,202.263,111.056,165.457,153.906,185.805,53.17,61.037,35.295,35.69,20.173,29.822
QI0072_3629,#N/A,#N/A,hypothetical protein,-1.375264887,0.963637718,0.00072826,0.001505727,101.697,62.274,75.021,41.317,80.652,12.126,38.5,10.785,17.845,3.842,9.62
QI0072_3632,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Cell surface glycan-binding lipoprotein utilization system for glycans and polysaccharides (PUL) SusD family,-1.051776298,0.853273065,0.000789107,0.001619223,38.419,46.706,101.741,60.943,70.443,21.455,30.988,8.824,9.914,14.409,11.544
QI0072_3633,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Outer membrane TonB-dependent transporter utilization system for glycans and polysaccharides (PUL) SusC family,-1.157725311,2.264753491,2.98E-08,1.10E-07,128.816,142.193,190.121,211.75,238.892,60.632,59.159,29.413,36.682,36.503,33.671
QI0072_3634,#N/A,#N/A,Glycosyltransferase,-1.648547139,1.540391758,1.58E-07,5.33E-07,155.935,86.146,110.99,122.918,101.07,17.723,28.171,22.55,14.871,8.645,25.974
QI0072_3638,#N/A,#N/A,Transcriptional regulator AraC family,1.225022749,4.687003738,7.47E-06,2.08E-05,600.01,248.059,375.104,382.183,385.903,768.633,840.428,437.271,325.179,394.811,314.579
QI0072_365,#N/A,#N/A,Glucuronyl hydrolase,-2.501373448,4.357932397,1.67E-41,4.14E-40,688.147,862.499,1137.646,949.259,1431.313,95.146,85.451,117.651,87.243,78.77,85.619
QI0072_3659,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Outer membrane TonB-dependent transporter utilization system for glycans and polysaccharides (PUL) SusC family,-1.718997835,3.320666181,6.43E-11,3.09E-10,188.704,429.693,475.817,457.586,612.545,102.609,61.037,68.63,63.45,67.243,46.177
QI0072_366,#N/A,#N/A,hypothetical protein,-1.814901658,9.422821909,8.67E-50,2.83E-48,33606.211,24220.544,31213.831,27623.532,35295.85,4808.619,5637.913,4638.405,4421.643,4371.739,3547.914
QI0072_3660,Carbohydrates,D-Galacturonate and D-Glucuronate Utilization,Rhamnogalacturonides degradation protein RhiN,-1.24794243,2.306419997,1.22E-07,4.19E-07,100.567,190.974,246.644,183.861,223.579,42.909,53.524,46.08,35.69,33.621,39.443
QI0072_3661,Carbohydrates,Lactose utilization,beta-galactosidase,-1.664242932,3.241973053,4.01E-13,2.38E-12,246.332,364.305,451.153,420.401,542.102,73.692,78.878,55.884,90.217,68.203,33.671
QI0072_3673,#N/A,#N/A,hypothetical protein,1.349042296,1.763112516,0.000131452,0.000304584,31.639,29.061,68.855,39.251,91.882,98.878,151.183,59.806,33.708,38.424,37.519
QI0072_368,#N/A,#N/A,putative lipoprotein,1.122563979,7.731138369,2.17E-08,8.14E-08,1771.781,2402.749,4270.025,3807.364,6247.957,3144.492,4822.838,4446.241,3918.012,4233.411,3399.763
QI0072_3684,#N/A,#N/A,RND efflux system inner membrane transporter,-1.704928114,1.112812686,2.02E-08,7.58E-08,72.318,72.653,67.827,71.272,162.324,14.925,7.512,16.667,19.828,10.567,12.506
QI0072_3685,#N/A,#N/A,Efflux transport system outer membrane factor (OMF) lipoprotein,-1.499962171,1.183454878,0.004664493,0.00835615,14.69,84.07,102.768,86.766,173.554,7.462,5.634,17.648,12.888,24.976,23.088
QI0072_3693,#N/A,#N/A,"putative alpha-1,C2-mannosidase",-1.125637749,4.119115437,3.46E-14,2.27E-13,488.144,554.241,714.24,682.764,919.838,161.376,220.671,186.281,130.865,152.737,116.404
QI0072_3702,#N/A,#N/A,Transcriptional regulator AraC family,1.279712198,3.923348256,3.92E-08,1.43E-07,349.158,127.662,227.118,182.828,275.645,361.929,407.537,354.915,222.074,251.68,204.909
QI0072_3707,#N/A,#N/A,hypothetical protein,1.29818028,5.123306866,3.71E-06,1.07E-05,919.789,308.258,444.987,406.973,505.349,995.305,894.892,695.123,529.407,545.627,488.704
QI0072_372,#N/A,#N/A,hypothetical protein,1.870186977,6.650752358,1.23E-05,3.32E-05,2746.939,464.981,676.216,565.01,936.173,2018.594,2603.919,2372.636,1965.946,2063.392,1798.007
QI0072_3720,#N/A,#N/A,probable transcription regulator VCA0264,-3.341067142,5.882423913,1.00E-103,1.58E-101,2604.563,2359.157,3366.691,2959.332,4786.016,156.712,268.561,195.105,143.753,131.604,102.936
QI0072_3721,#N/A,#N/A,Transcriptional regulator AraC family,-3.024178166,4.577636914,4.25E-50,1.41E-48,779.674,922.697,1519.944,1211.622,1919.307,87.684,109.866,114.71,58.493,70.125,45.215
QI0072_3728,#N/A,#N/A,Site-specific tyrosine recombinase XerD,-1.754952541,5.592573077,3.50E-15,2.43E-14,873.461,1982.398,2367.783,2215.626,3433.313,352.601,426.318,366.68,262.721,307.395,271.288
QI0072_3729,#N/A,#N/A,hypothetical protein,-1.900955844,2.862940141,3.58E-16,2.71E-15,174.014,233.529,395.658,318.141,544.144,55.036,66.671,45.1,24.785,44.188,36.557
QI0072_373,#N/A,#N/A,putative periplasmic protease,2.488566374,8.40395471,8.10E-08,2.84E-07,6721.016,1069.042,1545.636,1166.173,2095.924,6774.976,9777.14,8552.274,7257.046,7709.862,6232.899
QI0072_3732,#N/A,#N/A,FIG00415983: hypothetical protein,-1.3482068,0.994984405,1.47E-05,3.90E-05,105.086,41.516,77.076,67.14,82.694,20.522,17.841,8.824,10.905,23.055,10.582
QI0072_3738,#N/A,#N/A,hypothetical protein,1.531285373,5.067395733,0.000603761,0.001266502,1087.024,185.785,236.367,323.306,315.461,1142.688,788.782,672.574,545.27,537.942,455.995
QI0072_3739,#N/A,#N/A,hypothetical protein,1.684455396,7.227861733,1.79E-10,8.25E-10,3218.133,945.531,1592.909,1586.574,1737.585,3432.729,4061.288,3709.94,2815.575,2720.45,2171.269
QI0072_374,RNA Processing,5-methylaminomethyl-2-thiouridine,tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13),-6.967920193,9.259104738,3.63E-101,5.39E-99,11298.494,33557.535,42198.74,39691.203,60558.217,172.569,185.927,128.436,158.624,150.816,115.442
QI0072_3740,#N/A,#N/A,hypothetical protein,2.098546796,2.366072907,7.30E-08,2.58E-07,84.747,29.061,23.637,58.877,49.004,182.83,204.708,92.16,65.432,88.376,70.227
QI0072_3741,#N/A,#N/A,DNA-repair protein,1.704895734,7.50661697,3.86E-09,1.58E-08,4093.854,996.389,1862.162,1879.925,2075.506,4454.153,5025.668,4171.721,3412.398,3257.431,2691.72
QI0072_3742,#N/A,#N/A,hypothetical protein,1.783053034,5.370806744,2.45E-06,7.25E-06,993.237,223.15,333.997,341.898,472.68,1408.538,1409.478,902.974,583.934,605.185,515.64
QI0072_3743,#N/A,#N/A,hypothetical protein,2.153455992,5.660246826,4.79E-13,2.81E-12,810.183,233.529,407.99,432.796,477.785,1527.938,1886.503,1185.338,811.956,829.968,684.955
QI0072_3744,#N/A,#N/A,Uncharacterized protein MSMEG_1245,1.555142436,5.465244147,9.38E-14,5.92E-13,858.771,352.888,506.648,509.232,682.987,1055.937,1208.527,1065.725,786.18,738.71,628.196
QI0072_3745,#N/A,#N/A,hypothetical protein,1.729505737,7.393137997,1.16E-13,7.24E-13,3195.534,1080.459,1916.63,1755.974,2065.297,4233.078,5005.948,3885.436,2786.825,2950.996,2579.164
QI0072_3746,#N/A,#N/A,hypothetical protein,1.589583206,4.577320405,3.02E-16,2.29E-15,378.537,199.278,279.53,351.195,330.774,617.518,707.087,530.412,388.629,414.023,334.781
QI0072_3748,#N/A,#N/A,hypothetical protein,1.038866698,5.485453181,1.57E-11,8.03E-11,901.71,606.136,753.292,677.599,898.399,977.582,1168.149,848.07,701.911,787.701,585.867
QI0072_375,#N/A,#N/A,Transcriptional regulator,-2.514998374,7.538686433,2.45E-33,4.56E-32,3917.58,8133.021,10871.864,9438.875,14953.239,877.771,1070.49,909.837,755.447,859.747,612.804
QI0072_3753,#N/A,#N/A,conserved hypothetical protein with relaxase/mobilization nuclease domain,-1.823912188,0.872899312,8.05E-05,0.000192775,18.079,40.478,99.685,95.029,136.802,11.194,21.598,20.589,3.966,6.724,3.848
QI0072_3754,#N/A,#N/A,hypothetical protein,-1.578061035,0.053889509,4.78E-06,1.36E-05,36.159,36.327,39.052,30.988,45.941,3.731,4.695,9.804,6.94,11.527,2.886
QI0072_376,#N/A,#N/A,hypothetical protein,-2.951700311,8.190074108,2.71E-89,2.56E-87,17634.193,10715.328,16803.653,13862.896,16030.296,1074.594,1160.636,1020.626,1015.193,1018.247,830.219
QI0072_3762,#N/A,#N/A,hypothetical protein,1.190252129,3.238849988,0.000569063,0.001197306,235.032,100.677,124.35,123.951,155.178,335.81,328.659,144.123,113.02,105.667,103.898
QI0072_3765,#N/A,#N/A,hypothetical protein,-1.050902737,6.447362888,2.22E-11,1.11E-10,3517.573,2070.62,3615.391,3261.979,4255.144,631.51,966.258,981.408,870.449,804.992,719.588
QI0072_3770,#N/A,#N/A,RNA polymerase ECF-type sigma factor,1.918688196,5.09984239,6.73E-06,1.88E-05,659.898,165.027,307.277,272.692,453.283,1694.91,1201.953,509.823,429.276,472.62,325.161
QI0072_3777,#N/A,#N/A,Acid phosphatase (EC 3.1.3.2),-1.588368249,1.125014262,6.68E-05,0.000161846,123.166,50.857,90.436,58.877,110.258,22.387,16.902,11.765,20.819,1.921,15.392
QI0072_3784,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Outer membrane TonB-dependent transporter utilization system for glycans and polysaccharides (PUL) SusC family,-3.31507748,6.712981448,2.16E-134,6.21E-132,5209.127,3486.322,6494.96,5987.87,7252.53,295.7,354.952,346.091,272.635,253.601,245.314
QI0072_3785,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Cell surface glycan-binding lipoprotein utilization system for glycans and polysaccharides (PUL) SusD family,-3.972011792,5.587787464,1.59E-86,1.34E-84,1619.236,1673.102,3439.657,3266.111,3702.833,90.482,124.89,96.082,68.407,97.022,61.569
QI0072_3786,#N/A,#N/A,hypothetical protein,-3.911727825,5.7845912,6.46E-56,2.61E-54,1588.727,2090.34,3889.782,3650.359,4481.786,77.423,98.598,108.828,113.02,127.761,96.202
QI0072_3787,#N/A,#N/A,hypothetical protein,-3.636677039,4.695752345,1.36E-63,6.64E-62,742.385,1038.943,1661.764,1736.348,1986.687,62.498,88.268,56.865,48.579,54.755,46.177
QI0072_3788,#N/A,#N/A,4-O-beta-D-mannosyl-D-glucose phosphorylase (EC 2.4.1.281),-4.141046005,5.888980604,1.96E-151,1.60E-148,2459.928,2286.504,3928.834,3319.823,5026.951,101.676,110.805,110.788,98.149,104.707,64.455
QI0072_3789,#N/A,#N/A,Predicted sodium-dependent mannose transporter,-1.346168173,5.937329429,9.72E-16,7.07E-15,2001.163,1791.424,2843.6,2480.055,3567.052,418.83,484.537,504.92,558.158,574.445,467.54
QI0072_379,#N/A,#N/A,hypothetical protein,-1.25713747,5.584864276,1.66E-06,5.03E-06,3378.587,1075.269,1539.47,1477.084,1872.345,478.53,501.44,412.76,378.715,434.196,308.807
QI0072_3790,#N/A,#N/A,serine/threonine protein kinase related protein,-1.291599633,6.248324959,1.80E-14,1.20E-13,1760.481,2334.248,3722.27,3140.094,4753.347,680.949,665.77,743.164,581.952,679.152,535.843
QI0072_3797,#N/A,#N/A,RNA polymerase ECF-type sigma factor,1.31197371,5.118851496,0.001210429,0.002405138,995.497,306.182,390.52,341.898,513.517,1367.495,1225.429,455.899,381.689,493.754,355.946
QI0072_3806,#N/A,#N/A,hypothetical protein,-1.150110699,1.427532994,0.005390744,0.009552415,171.754,85.108,54.467,86.766,69.422,31.715,31.927,18.628,7.931,31.7,19.24
QI0072_3807,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Cell surface glycan-binding lipoprotein utilization system for glycans and polysaccharides (PUL) SusD family,-1.534272988,2.605285264,3.70E-10,1.66E-09,177.404,217.96,242.533,283.022,328.732,35.447,36.622,42.158,64.441,43.227,42.329
QI0072_3808,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Outer membrane TonB-dependent transporter utilization system for glycans and polysaccharides (PUL) SusC family,-1.075366691,3.052463202,3.30E-05,8.34E-05,120.906,241.832,367.911,409.039,449.199,88.617,77,81.376,82.286,78.77,52.911
QI0072_3821,#N/A,#N/A,Arylsulfatase (EC 3.1.6.1),-1.357603694,5.707377135,2.38E-12,1.31E-11,1022.616,1856.812,2547.627,2297.227,3097.435,399.241,547.452,462.762,401.517,458.211,338.629
QI0072_3829,Carbohydrates,Galactose utilization,alpha-galactosidase (EC 3.2.1.22),-1.287903025,6.436792977,2.90E-07,9.48E-07,1242.959,3013.037,4418.011,3793.936,5393.457,680.016,709.904,847.09,786.18,748.316,633.968
QI0072_3830,#N/A,#N/A,hypothetical protein,1.765368944,6.930998422,3.70E-37,7.71E-36,1696.074,982.896,1368.874,1269.466,1932.579,2706.073,3196.445,2829.515,2295.09,2459.163,1963.474
QI0072_3831,#N/A,#N/A,hypothetical protein,1.993027133,6.200985648,7.03E-39,1.59E-37,805.663,431.768,746.098,840.802,1069.912,1502.752,1992.613,1887.324,1605.076,1440.916,1169.811
QI0072_3843,#N/A,#N/A,hypothetical protein,-5.723896137,8.428038593,5.02E-27,6.98E-26,1576.297,19498.078,25777.385,25130.05,31712.463,269.581,239.452,193.144,177.461,193.083,135.644
QI0072_3844,Amino Acids and Derivatives,Cysteine synthesis,Cysteine synthase (EC 2.5.1.47),-6.333081173,11.16810689,2.34E-51,8.20E-50,23098.691,130465.661,174931.257,161226.276,206003.907,888.032,996.307,982.389,826.827,887.604,699.385
QI0072_3847,#N/A,#N/A,putative ATPase,1.016969962,6.761358494,5.00E-17,4.00E-16,1706.243,1148.961,2219.796,1910.913,2752.368,2055.906,2460.248,2306.947,1910.427,1831.885,1536.339
QI0072_3848,#N/A,#N/A,Putative lipase,1.087775485,7.057323565,4.89E-15,3.37E-14,2462.188,1471.749,2431.499,2116.465,2848.333,2289.108,2766.371,2648.136,2545.915,2576.358,2065.447
QI0072_3864,#N/A,#N/A,Putative lipase/esterase,-1.901970202,1.921243562,6.18E-05,0.000150655,364.978,86.146,105.851,132.214,84.735,21.455,28.171,31.374,14.871,10.567,29.822
QI0072_3867,Membrane Transport,"Utilization systems for glycans and polysaccharides (PULs, SUS)",Cell surface glycan-binding lipoprotein utilization system for glycans and polysaccharides (PUL) SusD family,-1.197584787,2.164285273,5.90E-05,0.000144444,283.621,123.511,159.291,90.897,174.575,43.842,49.768,35.295,33.708,43.227,27.898
