Gene ID,Gene class (BV-BRC),Gene subsystem (BV-BRC),Gene annotation (BV-BRC),sampleA,sampleB,logFC,logCPM,PValue,FDR,Bil_mono_rep1,Bil_mono_rep2,Bil_mono_rep3,Bil_mono_rep4,Bil_mono_rep5,Bil_mono_rep6,Bil_Bt_rep1,Bil_Bt_rep2,Bil_Bt_rep3,Bil_Bt_rep4,Bil_Bt_rep5,Bil_Bt_rep6
QI0013_3275,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.333505595,2.112114812,3.8696E-05,7.31676E-05,66.11,76.372,78.847,63.273,52.673,75.004,159.384,140.885,72.056,84.637,62.45,68.402
QI0013_3277,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.230348356,1.803804237,8.52123E-09,2.08778E-08,97.842,96.615,178.793,123.216,132.829,189.417,29.673,24.584,37.002,48.5,28.823,21.195
QI0013_3278,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.440548557,1.53298867,2.76009E-10,7.31332E-10,95.198,85.574,127.709,109.895,100.767,167.806,23.738,21.747,22.396,15.216,23.058,33.719
QI0013_3279,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-2.952509389,4.140901645,9.0502E-106,2.8289E-104,542.1,603.615,1129.393,969.077,944.686,1304.309,62.736,67.133,77.899,62.764,58.607,52.988
QI0013_3280,#N/A,#N/A,TRAP-type uncharacterized transport system fused permease component,Bil_Bt,Bil_mono,-2.283863917,3.435136227,3.85038E-80,7.51481E-79,302.342,345.054,624.109,609.42,593.148,655.968,43.237,71.861,60.371,60.862,62.45,50.098
QI0013_3281,Amino Acids and Derivatives,Proline biosynthesis (for review),Ornithine cyclodeaminase (EC 4.3.1.12),Bil_Bt,Bil_mono,-2.00969146,2.649200322,1.89367E-31,1.13252E-30,139.271,186.789,352.033,297.495,346.957,432.227,31.368,41.604,37.002,50.402,36.509,33.719
QI0013_3282,#N/A,#N/A,Aspartate ammonia-lyase (EC 4.3.1.1),Bil_Bt,Bil_mono,-1.263525584,3.104110876,2.68824E-15,9.20072E-15,209.788,218.995,437.543,374.088,430.548,458.923,82.236,112.519,66.214,76.078,87.429,52.024
QI0013_3283,#N/A,#N/A,Aspartate ammonia-lyase (EC 4.3.1.1),Bil_Bt,Bil_mono,-1.255555984,3.044001005,2.384E-18,9.35136E-18,183.344,183.109,488.626,386.299,382.455,442.397,71.214,83.207,88.61,65.617,81.665,69.366
QI0013_3289,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.08022507,0.700507088,5.61416E-06,1.13906E-05,25.562,29.445,28.873,32.192,30.917,27.968,37.303,51.059,25.317,28.529,33.627,33.719
QI0013_3297,Protein Synthesis,Universal GTPases,GTP-binding protein TypA/BipA,Bil_Bt,Bil_mono,2.366820864,8.473657374,4.611E-136,2.3353E-134,1710.921,2319.686,4432.062,3816.366,4110.815,4609.575,6740.773,11618.771,11615.665,8674.783,10873.91,8930.846
QI0013_33,#N/A,#N/A,Putative inner membrane protein,Bil_Bt,Bil_mono,-2.087825169,9.524017332,5.16979E-60,6.62959E-59,20736.429,27294.268,43620.995,37942.762,29998.647,52328.719,4322.878,5493.576,4404.196,3807.699,5046.885,4050.191
QI0013_3305,Nucleosides and Nucleotides,Purine catabolism in Bacillus subtilis,Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4) / Xanthine dehydrogenase molybdenum binding subunit (EC 1.17.1.4),Bil_Bt,Bil_mono,-1.35009068,12.44887178,1.07287E-19,4.43904E-19,99704.102,137919.65,328329.054,280961.377,281861.099,362844.49,32576.303,57834.776,63614.972,47905.305,59883.366,47876.847
QI0013_331,#N/A,#N/A,Permease of the drug/metabolite transporter (DMT) superfamily,Bil_Bt,Bil_mono,1.086694613,4.718903321,6.37727E-25,3.19343E-24,297.053,327.572,665.198,492.864,662.998,589.863,480.697,575.833,639.743,485.948,685.984,612.731
QI0013_3316,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.392441851,0.165760006,5.48442E-08,1.28173E-07,18.511,10.122,14.437,11.101,21.756,29.239,21.195,35.93,29.212,19.97,26.901,22.159
QI0013_3317,#N/A,#N/A,putative lipoprotein,Bil_Bt,Bil_mono,1.237162673,5.210517718,1.21372E-18,4.82236E-18,279.424,401.183,863.98,782.588,837.049,912.762,548.52,878.405,942.574,878.7,958.841,870.926
QI0013_3318,DNA Processing,"DNA repair, bacterial MutHLS system",DNA mismatch repair protein MutS,Bil_Bt,Bil_mono,1.091201245,8.36778787,2.04961E-29,1.16484E-28,3002.265,4311.801,8639.8,6997.782,7306.717,8221.214,5037.564,7991.687,8693.491,6960.177,8262.557,7033.884
QI0013_3325,"Fatty Acids, Lipids, and Isoprenoids",Putative oxidase COG2907,Cyclopropane-fatty-acyl-phospholipid synthase (EC 2.1.1.79),Bil_Bt,Bil_mono,-1.906678105,6.687550665,1.555E-114,5.708E-113,3194.424,3696.223,6014.545,4767.683,5212.377,5674.888,631.603,741.302,875.386,621.937,718.65,612.731
QI0013_335,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.291047532,9.790464428,4.23176E-45,3.56448E-44,23481.307,26886.644,46445.032,40300.517,43054.781,42949.391,7211.296,7291.043,9151.146,8454.157,9285.77,8127.359
QI0013_3357,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.318341403,0.31466724,7.68166E-07,1.66131E-06,5.289,12.882,35.536,25.531,20.611,29.239,14.412,23.638,42.844,21.872,37.47,31.793
QI0013_3358,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.551419474,-0.913307581,8.65487E-06,1.72451E-05,1.763,7.361,7.774,12.211,8.016,6.356,6.782,6.619,11.685,16.167,12.49,16.378
QI0013_3394,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.048496813,2.58516548,4.70926E-08,1.10639E-07,141.034,182.189,309.833,235.331,313.75,207.215,72.062,76.589,60.371,48.5,40.352,63.585
QI0013_3417,#N/A,#N/A,ERF family protein,Bil_Bt,Bil_mono,1.204109946,0.311957372,0.000788273,0.001319062,17.629,23.004,15.547,21.091,28.627,17.798,27.977,47.277,38.949,20.921,7.686,22.159
QI0013_3419,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.111778009,4.180155061,5.39183E-14,1.73974E-13,583.529,521.722,913.953,799.239,716.816,700.462,193.296,206.127,178.193,181.636,178.702,150.293
QI0013_3432,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.838592362,-0.924991616,8.06186E-06,1.61278E-05,0,7.361,4.442,7.77,8.016,10.17,11.869,19.856,19.475,2.853,10.568,9.634
QI0013_3433,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.611982311,1.875453959,1.27841E-15,4.45162E-15,22.037,48.768,83.289,66.603,43.513,63.563,61.889,132.375,109.058,60.862,111.448,77.073
QI0013_3434,#N/A,#N/A,putative phage repressor,Bil_Bt,Bil_mono,2.904615825,2.081485213,1.93617E-63,2.67124E-62,11.459,18.403,37.757,42.182,45.803,30.51,105.126,165.469,146.06,107.46,124.899,102.122
QI0013_3438,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.05455985,-0.257532722,7.96805E-05,0.000146306,8.815,8.281,23.321,17.761,17.176,16.526,8.478,17.02,25.317,17.118,13.451,23.122
QI0013_346,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.208934131,5.789666128,7.43676E-39,5.45954E-38,550.915,795.926,1176.034,1073.422,1230.954,1127.604,890.179,1267.021,1345.699,1307.589,1493.986,1217.755
QI0013_3465,#N/A,#N/A,Phage antirepressor protein,Bil_Bt,Bil_mono,1.230079744,0.261896522,1.36398E-07,3.11666E-07,15.866,21.163,22.21,27.751,18.321,13.984,22.043,29.312,32.133,17.118,31.705,27.939
QI0013_3466,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.308688385,2.591813402,7.56356E-23,3.51065E-22,47.599,69.931,119.936,120.996,138.554,136.024,114.452,145.613,154.824,116.97,181.584,130.061
QI0013_3467,#N/A,#N/A,Predicted metal-dependent hydrolase with the TIM-barrel fold,Bil_Bt,Bil_mono,-5.048523382,10.69424906,6.7538E-239,2.0786E-236,48614.476,59643.815,125746.846,98013.345,99855.029,155549.639,1164.015,1770.047,1538.499,1498.735,1921.525,1563.621
QI0013_3468,#N/A,#N/A,Uncharacterized MFS-type transporter,Bil_Bt,Bil_mono,-4.737903776,9.737490871,6.7928E-163,5.6621E-161,24142.404,28272.383,65682.469,47851.106,51717.265,84959.324,752.837,1105.334,957.18,1040.365,1192.306,937.402
QI0013_3469,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-2.653437536,4.552129009,2.11622E-61,2.79439E-60,587.055,757.28,1556.941,1249.921,1187.442,1946.293,83.083,100.227,97.373,96.048,126.821,109.829
QI0013_347,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.301987133,5.873202001,6.01928E-37,4.20299E-36,501.553,634.9,1309.296,1130.035,1376.379,1224.22,974.958,1644.291,1551.157,1170.649,1548.749,1290.974
QI0013_3470,#N/A,#N/A,Transcriptional regulator Fis family,Bil_Bt,Bil_mono,-3.239643807,7.532925763,1.1807E-156,8.9131E-155,6146.445,7351.04,13263.981,9671.902,8550.267,14445.284,497.652,633.51,595.925,548.712,608.163,539.512
QI0013_3483,#N/A,#N/A,Biopolymer transport protein ExbD/TolR,Bil_Bt,Bil_mono,1.596695263,2.730838081,4.33801E-21,1.88043E-20,55.532,69.011,113.272,124.326,152.295,80.089,121.234,205.182,215.195,169.273,142.193,131.988
QI0013_3484,#N/A,#N/A,MotA/TolQ/ExbB proton channel family protein,Bil_Bt,Bil_mono,1.103257877,3.502549547,1.09876E-11,3.16953E-11,100.487,157.345,227.655,268.633,357.263,191.96,162.776,303.518,322.306,233.94,271.896,230.256
QI0013_3485,#N/A,#N/A,putative TonB-dependent receptor,Bil_Bt,Bil_mono,1.170032306,4.098561882,5.82926E-14,1.87785E-13,163.952,219.915,323.16,385.189,521.009,287.304,283.162,469.932,533.606,334.743,423.696,297.695
QI0013_3486,#N/A,#N/A,Efflux ABC transporter permease protein,Bil_Bt,Bil_mono,1.132309917,3.394905054,9.99879E-13,3.04917E-12,85.502,140.782,210.998,256.423,309.17,197.045,150.059,262.86,302.831,206.361,269.013,233.146
QI0013_3488,#N/A,#N/A,Iron(III) ABC transporter permease protein,Bil_Bt,Bil_mono,1.345905215,2.865738437,2.80155E-13,8.78447E-13,108.42,88.334,145.477,126.546,159.165,81.36,144.972,207.073,197.668,173.077,155.644,143.549
QI0013_3489,#N/A,#N/A,ABC transporter ATP-binding protein (cluster 8 B12/iron complex),Bil_Bt,Bil_mono,1.534303026,2.582191379,5.56735E-13,1.71742E-12,66.991,87.414,83.289,99.905,136.264,55.935,122.929,204.236,167.482,120.774,163.33,102.122
QI0013_3490,#N/A,#N/A,TonB-dependent receptor protein,Bil_Bt,Bil_mono,2.372359907,6.07309885,6.16631E-61,8.06255E-60,319.09,480.316,729.608,865.842,965.297,573.337,1279.314,2312.786,2466.467,1684.175,1845.625,1542.425
QI0013_3491,#N/A,#N/A,Aerobic cobaltochelatase CobN subunit (EC 6.6.1.2),Bil_Bt,Bil_mono,2.040037034,5.781093042,7.30957E-74,1.23399E-72,349.06,410.385,820.67,781.478,881.707,652.154,1041.933,1459.911,1925.071,1396.981,1597.748,1261.109
QI0013_3492,#N/A,#N/A,ChlI component of cobalt chelatase involved in B12 biosynthesis / ChlD component of cobalt chelatase involved in B12 biosynthesis,Bil_Bt,Bil_mono,1.905127899,3.784577219,4.37691E-51,4.4E-50,93.435,118.699,194.34,246.432,227.87,167.806,267.901,372.542,454.733,328.086,399.677,320.817
QI0013_3493,#N/A,#N/A,ChlI component of cobalt chelatase involved in B12 biosynthesis / ChlD component of cobalt chelatase involved in B12 biosynthesis,Bil_Bt,Bil_mono,1.814977331,5.166189806,6.47356E-77,1.14605E-75,311.157,362.537,527.494,547.257,589.713,464.009,681.623,1102.497,1107.135,822.592,1001.115,780.365
QI0013_3494,#N/A,#N/A,Vitamin B12 ABC transporter substrate-binding protein BtuF,Bil_Bt,Bil_mono,1.932772117,4.191155203,5.11738E-70,8.02926E-69,148.967,186.789,276.518,249.762,250.771,223.741,375.571,607.981,549.186,428.889,444.833,432.573
QI0013_3498,#N/A,#N/A,Fluoride ion transporter CrcB,Bil_Bt,Bil_mono,-2.501411252,2.406815357,8.66064E-36,5.85325E-35,158.663,132.501,355.365,232.001,297.719,372.478,14.412,30.257,34.081,17.118,24.019,27.939
QI0013_3499,#N/A,#N/A,Fluoride ion transporter CrcB,Bil_Bt,Bil_mono,-2.079403668,1.282492293,1.03988E-14,3.48746E-14,54.651,76.372,126.599,106.565,108.782,175.433,5.087,12.292,25.317,19.97,15.372,5.78
QI0013_3500,#N/A,#N/A,Ammonium transporter,Bil_Bt,Bil_mono,-3.121451857,4.299437485,9.54031E-63,1.30276E-61,475.99,537.365,1369.264,1197.748,1233.245,1605.597,48.324,57.678,78.872,53.255,69.175,79
QI0013_3501,#N/A,#N/A,Eukaryotic-type low-affinity urea transporter,Bil_Bt,Bil_mono,-2.75977096,4.638513506,1.28681E-40,9.92007E-40,474.227,701.151,1529.178,1581.827,1668.373,2039.095,93.257,102.118,148.981,67.519,120.095,85.744
QI0013_3502,Amino Acids and Derivatives,Urease subunits,Urease accessory protein UreD,Bil_Bt,Bil_mono,-2.981309044,4.078103695,3.8161E-74,6.49711E-73,374.622,534.604,1116.067,1054.551,1096.981,1235.661,42.389,59.569,85.689,54.206,69.175,52.988
QI0013_3503,Amino Acids and Derivatives,Urease subunits,Urease accessory protein UreG,Bil_Bt,Bil_mono,-3.201326831,3.874186484,8.27042E-40,6.23163E-39,253.861,409.465,946.158,1016.81,1101.561,1119.977,23.738,66.188,43.818,38.99,62.45,41.427
QI0013_3504,Amino Acids and Derivatives,Urease subunits,Urease accessory protein UreF,Bil_Bt,Bil_mono,-3.112733414,3.533386562,1.60011E-34,1.04268E-33,187.752,263.162,843.991,760.387,956.137,813.604,31.368,40.658,49.66,35.186,40.352,28.902
QI0013_3505,Amino Acids and Derivatives,Urease subunits,Urease accessory protein UreE,Bil_Bt,Bil_mono,-3.037568692,3.638640717,4.13358E-30,2.41437E-29,193.922,326.652,811.786,825.88,905.753,1017.005,25.434,46.331,50.634,35.186,36.509,60.695
QI0013_3506,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-2.706513313,0.61512807,7.87402E-17,2.89027E-16,25.562,36.806,82.178,65.493,100.767,116.956,0.848,9.455,4.869,6.657,7.686,4.817
QI0013_3507,Miscellaneous,Nickel-requiring,Urease alpha subunit (EC 3.5.1.5),Bil_Bt,Bil_mono,-3.806900947,7.072493761,3.279E-113,1.1819E-111,3044.575,4125.011,9638.152,8458.613,9508.694,11887.517,198.383,312.973,331.069,274.831,337.228,292.878
QI0013_3508,Amino Acids and Derivatives,Urease subunits,Urease beta subunit (EC 3.5.1.5),Bil_Bt,Bil_mono,-3.857876141,5.24649681,1.3309E-81,2.67584E-80,877.938,1095.893,2615.261,2215.668,2921.084,3377.728,49.172,72.806,90.557,80.833,101.841,78.037
QI0013_3509,Amino Acids and Derivatives,Urease subunits,Urease gamma subunit (EC 3.5.1.5),Bil_Bt,Bil_mono,-3.70980234,4.812608292,1.0354E-178,1.0356E-176,833.864,1126.258,1782.375,1729.464,1969.527,1791.2,52.563,88.881,65.24,40.892,68.214,67.439
QI0013_351,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.727438597,6.891990935,2.5408E-108,8.265E-107,3068.375,3832.405,7166.148,6064.226,6194.85,6325.771,661.276,1091.151,907.519,834.004,1006.879,857.438
QI0013_3510,#N/A,#N/A,Uncharacterized MFS-type transporter,Bil_Bt,Bil_mono,-2.482776417,3.068574713,1.59344E-47,1.4656E-46,271.491,268.682,464.195,449.572,474.061,507.231,43.237,45.386,39.923,18.069,47.077,43.354
QI0013_3511,#N/A,#N/A,taurine ABC transporter periplasmic binding protein,Bil_Bt,Bil_mono,1.609775515,3.798893036,4.29993E-34,2.76592E-33,111.064,116.858,243.203,294.164,242.756,242.81,250.098,428.329,426.495,291.949,386.227,289.988
QI0013_3512,Membrane Transport,Tricarboxylate transport system,Tripartite tricarboxylate transporter TctC family,Bil_Bt,Bil_mono,1.398553085,3.520191853,1.50757E-19,6.20553E-19,89.909,122.379,245.424,183.159,257.642,259.336,156.841,281.77,337.885,254.861,376.619,242.78
QI0013_3513,#N/A,#N/A,peptidase M20,Bil_Bt,Bil_mono,1.935466295,3.499399969,1.5805E-35,1.06458E-34,77.569,110.417,169.909,129.876,150.005,207.215,165.319,352.686,419.679,254.861,326.659,271.683
QI0013_3518,#N/A,#N/A,UDP-galactose-lipid carrier transferase (EC 2.-.-.-),Bil_Bt,Bil_mono,-1.000490112,6.263948514,1.44386E-17,5.43961E-17,2112.868,2349.131,3361.526,3085.951,3489.04,3457.817,845.246,1109.116,817.936,654.27,853.157,666.682
QI0013_352,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.466084306,5.938359287,1.57671E-32,9.72024E-32,1612.197,2062.045,3211.607,2954.964,3248.575,2792.95,592.605,606.09,492.709,483.095,529.38,407.524
QI0013_3525,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.007377911,3.872875197,3.0288E-09,7.61195E-09,204.5,230.036,312.054,294.164,313.75,344.51,361.158,457.64,317.437,233.94,309.366,216.768
QI0013_3527,#N/A,#N/A,Multi-sensor signal transduction histidine kinase,Bil_Bt,Bil_mono,1.453796923,7.308765003,7.03688E-79,1.32181E-77,1653.626,2091.49,2942.862,2617.508,2885.586,2654.383,3152.928,4462.939,4073.127,3188.615,4242.727,3504.899
QI0013_3528,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.407093807,5.789201488,1.59481E-56,1.86574E-55,648.757,655.143,1071.646,882.493,1050.033,1004.292,1156.385,1437.218,1466.442,1195.374,1437.301,1113.706
QI0013_353,#N/A,#N/A,Transcriptional regulator LysR family,Bil_Bt,Bil_mono,-2.219940225,6.732385483,1.0025E-38,7.34617E-38,2209.829,2876.374,6627.548,6600.382,7335.344,6722.403,320.464,646.748,728.353,621.937,713.847,646.451
QI0013_3530,"Cell Cycle, Cell Division and Death",Cell division cluster,Cell division inhibitor SulA,Bil_Bt,Bil_mono,-1.150106717,7.166508686,1.08907E-36,7.4998E-36,2996.976,4067.962,7672.542,6535.999,6747.921,7820.768,1248.794,1407.906,1535.577,1435.97,1609.277,1370.938
QI0013_3531,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.377583091,7.293053486,1.11493E-08,2.71339E-08,6551.037,6485.184,6454.308,6401.683,5445.972,5677.43,1756.619,1953.481,1311.619,1022.297,1296.069,1014.475
QI0013_3532,#N/A,#N/A,Integral membrane protein,Bil_Bt,Bil_mono,-1.471951396,4.696667874,6.54551E-51,6.51457E-50,661.979,861.256,1387.032,1181.098,1287.063,1334.819,167.862,277.043,231.749,237.743,236.348,175.341
QI0013_3536,#N/A,#N/A,Aldehyde ferredoxin oxidoreductase (EC 1.2.7.5),Bil_Bt,Bil_mono,-1.155298166,3.685880412,6.98622E-14,2.24694E-13,433.68,421.427,640.767,515.065,518.719,455.11,106.821,171.142,128.533,113.166,135.468,108.866
QI0013_3537,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.174513765,2.706670163,1.24602E-11,3.58658E-11,44.955,111.338,135.483,124.326,154.585,155.093,146.668,174.925,174.298,112.215,126.821,143.549
QI0013_3538,Carbohydrates,Ethanolamine utilization,Ethanolamine utilization polyhedral-body-like protein EutS,Bil_Bt,Bil_mono,1.226052504,6.186947393,1.57594E-24,7.73661E-24,840.035,1048.045,1479.205,1358.706,1429.052,1508.981,1474.306,2507.567,1743.956,1338.971,1533.377,1366.121
QI0013_3539,Carbohydrates,Ethanolamine utilization,Ethanolamine utilization protein EutP,Bil_Bt,Bil_mono,1.477754413,7.31155544,2.25046E-75,3.91482E-74,1319.551,1768.519,3010.604,2906.122,2992.078,3133.647,2645.95,4172.659,4550.256,3643.181,4248.492,3611.838
QI0013_354,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-2.632197408,3.01551977,6.22712E-32,3.78643E-31,155.138,230.036,518.61,503.965,565.667,512.316,19.499,39.713,45.765,26.627,59.567,23.122
QI0013_3540,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-2.11226968,5.033201192,4.63359E-07,1.02031E-06,2119.038,1497.076,1269.318,1110.054,1012.245,1116.163,305.204,338.503,160.666,114.117,104.723,134.878
QI0013_3549,Protein Synthesis,"Ribosomal proteins, single-copy",SSU ribosomal protein S20p,Bil_Bt,Bil_mono,1.506812982,10.11536098,4.72835E-21,2.0452E-20,12128.938,15417.954,16827.621,17851.892,20018.183,17120.007,28052.5,38992.095,27965.621,19305.719,24788.633,20193.153
QI0013_355,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-2.260387731,2.558218151,3.38593E-35,2.23549E-34,140.153,218.995,362.028,294.164,371.004,282.219,31.368,49.168,29.212,16.167,36.509,26.012
QI0013_3550,Protein Synthesis,"tRNA aminoacylation, Gly",Glycyl-tRNA synthetase beta chain (EC 6.1.1.14),Bil_Bt,Bil_mono,1.084668088,9.276852397,1.26511E-31,7.62304E-31,6808.424,8227.939,13581.588,12526.962,17268.86,12849.858,11423.113,16337.005,16526.202,12157.249,14371.085,11473.295
QI0013_3551,Protein Synthesis,"tRNA aminoacylation, Gly",Glycyl-tRNA synthetase alpha chain (EC 6.1.1.14),Bil_Bt,Bil_mono,1.063736701,8.135156777,7.52797E-44,6.17201E-43,3056.034,3719.227,6624.217,6016.494,7291.831,5990.159,5150.32,7369.523,7052.751,5553.687,6606.203,5334.422
QI0013_3555,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.010978535,2.130007296,1.63997E-08,3.95511E-08,46.718,102.136,93.283,95.465,88.171,75.004,77.149,119.138,112.953,78.931,94.155,88.634
QI0013_3558,#N/A,#N/A,peptidase M24 family,Bil_Bt,Bil_mono,-1.399892582,7.72644431,5.17904E-61,6.81623E-60,6030.092,6740.984,11120.688,9508.724,9784.657,10907.378,1804.096,2221.069,1986.416,1700.341,1986.857,1553.986
QI0013_3559,#N/A,#N/A,Succinyl-CoA synthetase alpha subunit-related enzymes,Bil_Bt,Bil_mono,1.193086215,5.734416413,2.75374E-29,1.55838E-28,579.122,810.648,1228.229,1082.303,918.349,1097.094,1134.342,1513.806,1288.249,1043.218,1265.324,955.706
QI0013_3560,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.296425689,6.027650766,3.00659E-65,4.37432E-64,667.268,829.051,1466.989,1281.003,1225.229,1258.544,1321.703,1619.707,1758.562,1398.882,1590.062,1318.913
QI0013_3562,#N/A,#N/A,Acetyltransferase,Bil_Bt,Bil_mono,1.493437088,4.302883376,1.64576E-18,6.51357E-18,234.469,288.926,302.06,291.944,387.035,266.964,508.674,598.526,440.127,386.095,490.95,393.073
QI0013_3563,"Cofactors, Vitamins, Prosthetic Groups",Metal chelatases,Precorrin-2 oxidase (EC 1.3.1.76) @ Sirohydrochlorin ferrochelatase activity of CysG (EC 4.99.1.4),Bil_Bt,Bil_mono,1.435635397,5.184288125,5.40328E-55,6.00515E-54,409.881,423.267,705.176,642.721,683.609,587.32,724.012,1002.27,956.206,771.24,986.703,741.829
QI0013_3566,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,1.39235567,5.389062299,7.63406E-43,6.15804E-42,367.57,452.711,828.444,840.311,936.67,756.397,728.251,1187.596,1113.951,834.004,1117.367,966.304
QI0013_3569,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.180147511,6.883636276,5.66316E-11,1.55834E-10,3575.216,4400.135,5244.958,5107.359,5776.898,3905.299,1249.641,1796.522,1183.086,840.661,1025.134,901.755
QI0013_357,#N/A,#N/A,L-lactate permease,Bil_Bt,Bil_mono,1.734150409,6.042575862,9.53561E-65,1.36745E-63,429.273,591.653,1158.266,1044.561,1124.463,1224.22,1241.164,1963.882,1745.904,1502.539,1840.821,1605.047
QI0013_3570,Energy and Precursor Metabolites Generation,Pyruvate:ferredoxin oxidoreductase,Pyruvate-flavodoxin oxidoreductase,Bil_Bt,Bil_mono,-1.659737311,14.11381488,6.55966E-18,2.51873E-17,304212.454,408839.854,1030944.68,1032516.907,1211025.633,1063098.176,77101.348,135646.879,182228.35,141962.32,164789.983,136406.865
QI0013_3579,#N/A,#N/A,NADPH:quinone oxidoreductase,Bil_Bt,Bil_mono,-1.893970104,9.429875079,4.239E-105,1.2947E-103,17559.635,21689.664,37927.389,36207.748,42132.996,40573.413,3380.984,5281.775,5746,4318.372,5391.799,4493.362
QI0013_3583,Respiration,Quinone oxidoreductase family,Quinone oxidoreductase (EC 1.6.5.5),Bil_Bt,Bil_mono,-1.688586939,3.389165749,7.04355E-46,6.08666E-45,272.372,299.967,590.794,539.486,564.521,533.928,66.975,75.643,82.767,79.882,98.959,65.512
QI0013_3584,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.539043465,5.888238225,4.49944E-62,6.04103E-61,1628.945,1911.142,3039.477,2684.111,3100.86,3202.294,409.482,651.476,500.499,382.291,550.517,450.878
QI0013_3586,#N/A,#N/A,Amidohydrolase-like,Bil_Bt,Bil_mono,-1.318627425,6.648070759,2.10391E-28,1.16107E-27,2170.163,2847.85,5594.77,4668.888,4813.891,5847.779,801.161,1193.269,1278.512,697.064,921.371,728.341
QI0013_3604,#N/A,#N/A,Uptake [NiFe] hydrogenase small subunit HyaA (EC 1.12.99.6),Bil_Bt,Bil_mono,-3.149555635,8.997003418,2.923E-117,1.1354E-115,12332.556,15765.769,34166.078,32603.402,37004.21,37476.633,1135.19,1794.631,1927.992,1572.911,2074.286,1619.499
QI0013_3605,#N/A,#N/A,Uptake [NiFe] hydrogenase large subunit HyaB (EC 1.12.99.6),Bil_Bt,Bil_mono,-3.190369959,9.078090272,4.27535E-92,1.04303E-90,12386.325,15687.556,36415.979,35454.021,40400.499,40489.51,1107.213,2041.416,2055.551,1621.41,2045.463,1609.864
QI0013_3606,#N/A,#N/A,Uptake [NiFe] hydrogenase cytochrome b subunit HyaC,Bil_Bt,Bil_mono,-3.266431585,7.091675571,2.7299E-83,5.80975E-82,3133.603,3969.507,9235.035,8554.078,10091.537,10812.034,261.967,400.908,468.366,421.281,544.752,407.524
QI0013_3607,#N/A,#N/A,Hydrogenase maturation protease,Bil_Bt,Bil_mono,-3.138221251,7.800971846,2.5939E-208,4.3243E-206,6381.796,7610.521,14496.651,13655.887,15276.432,15016.078,614.647,680.787,836.437,702.77,793.59,762.06
QI0013_3615,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,-1.607861156,8.577310439,5.95808E-52,6.12809E-51,8532.567,10630.438,21299.661,18981.927,21393.417,24155.139,2137.277,3257.378,3764.453,2962.283,3423.197,2893.132
QI0013_3619,#N/A,#N/A,hypothetical protein,Bil_Bt,Bil_mono,2.922412127,3.124205057,6.95403E-52,7.11588E-51,37.021,20.243,86.62,89.914,83.59,59.749,172.949,312.028,290.173,253.91,276.7,230.256
QI0013_3620,#N/A,#N/A,Superfamily II DNA and RNA helicases,Bil_Bt,Bil_mono,2.971015191,7.4390086,1.34601070664148e-317,1.34634720931814e-314,593.225,860.336,1533.62,1299.873,1443.938,1356.43,3837.094,5591.912,5925.167,4555.164,5423.504,4727.471
